id,terrestrial_date,sol,ls,month,min_temp,pressure,date_ordinal
44,2012-12-25,138,232,8,-65.0,899.0,734862
45,2012-12-26,139,232,8,-66.0,899.0,734863
47,2012-12-27,140,233,8,-66.0,903.0,734864
48,2012-12-28,141,233,8,-64.0,904.0,734865
49,2012-12-29,142,234,8,-65.0,906.0,734866
50,2012-12-31,143,235,8,-63.0,908.0,734868
51,2013-01-01,144,235,8,-64.0,907.0,734869
52,2013-01-02,145,236,8,-64.0,909.0,734870
53,2013-01-03,146,237,8,-65.0,908.0,734871
54,2013-01-04,147,237,8,-65.0,914.0,734872
55,2013-01-05,148,238,8,-65.0,912.0,734873
56,2013-01-06,149,239,8,-65.0,914.0,734874
58,2013-01-07,150,239,8,-64.0,913.0,734875
59,2013-01-08,151,240,9,-65.0,915.0,734876
60,2013-01-09,152,241,9,-63.0,914.0,734877
61,2013-01-10,153,241,9,-65.0,915.0,734878
62,2013-01-11,154,242,9,-65.0,917.0,734879
63,2013-01-12,155,243,9,-64.0,917.0,734880
64,2013-01-13,156,243,9,-65.0,922.0,734881
65,2013-01-14,157,244,9,-64.0,920.0,734882
66,2013-01-15,158,245,9,-66.0,922.0,734883
67,2013-01-16,159,245,9,-65.0,918.0,734884
69,2013-01-17,160,246,9,-67.0,919.0,734885
70,2013-01-18,161,246,9,-65.0,919.0,734886
71,2013-01-19,162,247,9,-65.0,919.0,734887
72,2013-01-20,163,248,9,-65.0,919.0,734888
73,2013-01-21,164,248,9,-64.0,919.0,734889
74,2013-01-22,165,249,9,-65.0,922.0,734890
75,2013-01-23,166,250,9,-65.0,922.0,734891
76,2013-01-24,167,250,9,-65.0,920.0,734892
77,2013-01-25,168,251,9,-66.0,923.0,734893
78,2013-01-26,169,252,9,-66.0,922.0,734894
80,2013-01-27,170,252,9,-66.0,925.0,734895
81,2013-01-28,171,253,9,-67.0,925.0,734896
82,2013-01-29,172,254,9,-67.0,923.0,734897
83,2013-01-30,173,254,9,-67.0,920.0,734898
84,2013-01-31,174,255,9,-67.0,921.0,734899
85,2013-02-01,175,256,9,-68.0,921.0,734900
86,2013-02-02,176,256,9,-67.0,920.0,734901
87,2013-02-03,177,257,9,-66.0,921.0,734902
88,2013-02-04,178,258,9,-66.0,920.0,734903
89,2013-02-06,179,258,9,-66.0,920.0,734905
91,2013-02-07,180,259,9,-67.0,919.0,734906
92,2013-02-08,181,260,9,-67.0,918.0,734907
93,2013-02-09,182,260,9,-67.0,921.0,734908
94,2013-02-10,183,261,9,-67.0,921.0,734909
95,2013-02-11,184,261,9,-67.0,923.0,734910
96,2013-02-12,185,262,9,-67.0,923.0,734911
97,2013-02-13,186,263,9,-66.0,922.0,734912
98,2013-02-14,187,263,9,-67.0,921.0,734913
99,2013-02-15,188,264,9,-68.0,920.0,734914
100,2013-02-16,189,265,9,-68.0,920.0,734915
102,2013-02-17,190,265,9,-66.0,917.0,734916
103,2013-02-18,191,266,9,-67.0,921.0,734917
106,2013-02-23,196,269,9,-66.0,916.0,734922
107,2013-02-24,197,270,10,-68.0,915.0,734923
108,2013-02-25,198,271,10,-67.0,914.0,734924
109,2013-02-26,199,271,10,-66.0,917.0,734925
116,2013-03-23,223,287,10,-71.0,895.0,734950
117,2013-03-24,224,287,10,-69.0,894.0,734951
118,2013-03-25,225,288,10,-71.0,894.0,734952
119,2013-03-26,226,288,10,-70.0,894.0,734953
120,2013-03-27,227,289,10,-70.0,892.0,734954
121,2013-03-28,228,290,10,-71.0,894.0,734955
122,2013-03-29,229,290,10,-69.0,894.0,734956
124,2013-03-30,230,291,10,-69.0,888.0,734957
125,2013-03-31,231,292,10,-71.0,890.0,734958
126,2013-04-01,232,292,10,-69.0,888.0,734959
127,2013-04-02,233,293,10,-69.0,889.0,734960
128,2013-04-03,234,293,10,-69.0,890.0,734961
129,2013-04-04,235,294,10,-70.0,886.0,734962
130,2013-04-05,236,295,10,-72.0,886.0,734963
131,2013-04-06,237,295,10,-71.0,883.0,734964
132,2013-04-07,238,296,10,-70.0,885.0,734965
133,2013-04-08,239,297,10,-73.0,885.0,734966
135,2013-04-09,240,297,10,-70.0,884.0,734967
136,2013-04-10,241,298,10,-72.0,884.0,734968
137,2013-04-11,242,298,10,-70.0,881.0,734969
138,2013-04-12,243,299,10,-71.0,884.0,734970
139,2013-04-13,244,300,11,-69.0,878.0,734971
140,2013-04-14,245,300,11,-70.0,879.0,734972
141,2013-04-15,246,301,11,-73.0,878.0,734973
142,2013-04-16,247,301,11,-71.0,873.0,734974
143,2013-04-17,248,302,11,-70.0,877.0,734975
144,2013-04-18,249,303,11,-69.0,873.0,734976
146,2013-04-19,250,303,11,-70.0,877.0,734977
147,2013-04-20,251,304,11,-71.0,876.0,734978
148,2013-04-22,252,304,11,-71.0,874.0,734980
149,2013-04-23,253,305,11,-71.0,877.0,734981
150,2013-04-24,254,306,11,-70.0,871.0,734982
151,2013-04-25,255,306,11,-69.0,877.0,734983
152,2013-04-26,256,307,11,-70.0,871.0,734984
153,2013-04-27,257,308,11,-70.0,871.0,734985
154,2013-04-28,258,308,11,-71.0,869.0,734986
155,2013-04-29,259,309,11,-72.0,871.0,734987
157,2013-04-30,260,309,11,-70.0,875.0,734988
158,2013-05-01,261,310,11,-70.0,868.0,734989
161,2013-05-08,268,314,11,-70.0,864.0,734996
162,2013-05-09,269,315,11,-72.0,866.0,734997
164,2013-05-10,270,315,11,-67.0,863.0,734998
165,2013-05-11,271,316,11,-69.0,864.0,734999
166,2013-05-12,272,316,11,-71.0,864.0,735000
167,2013-05-13,273,317,11,-70.0,861.0,735001
168,2013-05-14,274,318,11,-70.0,861.0,735002
169,2013-05-15,275,318,11,-67.0,860.0,735003
244,2013-05-16,276,319,11,-69.0,858.0,735004
245,2013-05-17,277,319,11,-69.0,857.0,735005
246,2013-05-18,278,320,11,-67.0,855.0,735006
247,2013-05-19,279,321,11,-68.0,856.0,735007
248,2013-05-20,280,321,11,-69.0,856.0,735008
249,2013-05-21,281,322,11,-68.0,855.0,735009
250,2013-05-22,282,322,11,-72.0,856.0,735010
251,2013-05-23,283,323,11,-68.0,854.0,735011
252,2013-05-24,284,323,11,-71.0,854.0,735012
253,2013-05-25,285,324,11,-70.0,852.0,735013
254,2013-05-26,286,325,11,-71.0,854.0,735014
255,2013-05-27,287,325,11,-72.0,856.0,735015
256,2013-05-29,288,326,11,-69.0,854.0,735017
257,2013-05-30,289,326,11,-71.0,854.0,735018
258,2013-05-31,290,327,11,-71.0,853.0,735019
259,2013-06-01,291,327,11,-70.0,853.0,735020
260,2013-06-02,292,328,11,-71.0,853.0,735021
261,2013-06-03,293,329,11,-72.0,850.0,735022
262,2013-06-04,294,329,11,-72.0,852.0,735023
263,2013-06-05,295,330,12,-71.0,853.0,735024
264,2013-06-06,296,330,12,-71.0,850.0,735025
265,2013-06-07,297,331,12,-72.0,849.0,735026
266,2013-06-08,298,331,12,-72.0,850.0,735027
267,2013-06-09,299,332,12,-71.0,849.0,735028
286,2013-06-10,300,333,12,-72.0,852.0,735029
276,2013-06-11,301,333,12,-73.0,852.0,735030
287,2013-06-12,302,334,12,-71.0,850.0,735031
283,2013-06-13,303,334,12,-71.0,849.0,735032
281,2013-06-14,304,335,12,-70.0,848.0,735033
275,2013-06-15,305,335,12,-71.0,847.0,735034
280,2013-06-16,306,336,12,-71.0,848.0,735035
279,2013-06-17,307,336,12,-72.0,851.0,735036
282,2013-06-18,308,337,12,-73.0,850.0,735037
284,2013-06-19,309,338,12,-72.0,848.0,735038
278,2013-06-20,310,338,12,-71.0,849.0,735039
277,2013-06-21,311,339,12,-74.0,846.0,735040
285,2013-06-22,312,339,12,-71.0,845.0,735041
274,2013-06-23,313,340,12,-77.0,849.0,735042
272,2013-06-24,314,340,12,-73.0,848.0,735043
273,2013-06-25,315,341,12,-74.0,850.0,735044
288,2013-06-26,316,341,12,-74.0,851.0,735045
268,2013-06-27,317,342,12,-72.0,849.0,735046
270,2013-06-28,318,342,12,-74.0,849.0,735047
271,2013-06-29,319,343,12,-73.0,847.0,735048
269,2013-06-30,320,344,12,-74.0,846.0,735049
289,2013-07-01,321,344,12,-75.0,847.0,735050
291,2013-07-02,322,345,12,-74.0,849.0,735051
290,2013-07-03,323,345,12,-74.0,847.0,735052
292,2013-07-04,324,346,12,-75.0,850.0,735053
294,2013-07-06,325,346,12,-74.0,847.0,735055
295,2013-07-07,326,347,12,-72.0,848.0,735056
296,2013-07-08,327,347,12,-74.0,848.0,735057
293,2013-07-09,328,348,12,-75.0,847.0,735058
298,2013-07-10,329,348,12,-74.0,847.0,735059
297,2013-07-11,330,349,12,-75.0,848.0,735060
303,2013-07-12,331,349,12,-74.0,848.0,735061
300,2013-07-13,332,350,12,-76.0,849.0,735062
299,2013-07-14,333,350,12,-75.0,849.0,735063
301,2013-07-15,334,351,12,-74.0,852.0,735064
302,2013-07-16,335,352,12,-76.0,852.0,735065
305,2013-07-17,336,352,12,-76.0,852.0,735066
304,2013-07-18,337,353,12,-75.0,853.0,735067
306,2013-07-19,338,353,12,-78.0,848.0,735068
308,2013-07-20,339,354,12,-76.0,849.0,735069
307,2013-07-21,340,354,12,-76.0,851.0,735070
310,2013-07-22,341,355,12,-77.0,852.0,735071
309,2013-07-23,342,355,12,-76.0,851.0,735072
311,2013-07-24,343,356,12,-77.0,850.0,735073
317,2013-07-25,344,356,12,-77.0,851.0,735074
312,2013-07-26,345,357,12,-77.0,853.0,735075
314,2013-07-27,346,357,12,-76.0,853.0,735076
313,2013-07-28,347,358,12,-77.0,851.0,735077
315,2013-07-29,348,358,12,-74.0,850.0,735078
316,2013-07-30,349,359,12,-75.0,852.0,735079
318,2013-07-31,350,359,12,-76.0,853.0,735080
320,2013-08-01,351,0,1,-75.0,853.0,735081
319,2013-08-02,352,0,1,-77.0,854.0,735082
323,2013-08-03,353,1,1,-75.0,855.0,735083
322,2013-08-04,354,1,1,-75.0,857.0,735084
321,2013-08-05,355,2,1,-75.0,857.0,735085
324,2013-08-06,356,2,1,-77.0,856.0,735086
325,2013-08-07,357,3,1,-76.0,857.0,735087
326,2013-08-17,366,7,1,-76.0,861.0,735097
328,2013-08-18,367,8,1,-76.0,862.0,735098
330,2013-08-19,368,8,1,-77.0,863.0,735099
331,2013-08-20,369,9,1,-75.0,865.0,735100
332,2013-08-21,370,9,1,-79.0,865.0,735101
333,2013-08-22,371,10,1,-77.0,865.0,735102
334,2013-08-23,372,10,1,-76.0,866.0,735103
335,2013-08-24,373,11,1,-79.0,866.0,735104
337,2013-08-25,374,11,1,-79.0,866.0,735105
336,2013-08-26,375,12,1,-77.0,867.0,735106
340,2013-08-27,376,12,1,-78.0,870.0,735107
338,2013-08-28,377,13,1,-78.0,870.0,735108
339,2013-08-29,378,13,1,-78.0,869.0,735109
341,2013-08-30,379,14,1,-79.0,870.0,735110
343,2013-08-31,380,14,1,-79.0,870.0,735111
345,2013-09-01,381,15,1,-79.0,871.0,735112
344,2013-09-02,382,15,1,-76.0,872.0,735113
342,2013-09-03,383,16,1,-77.0,874.0,735114
346,2013-09-04,384,16,1,-77.0,875.0,735115
351,2013-09-05,385,17,1,-78.0,874.0,735116
347,2013-09-06,386,17,1,-77.0,873.0,735117
349,2013-09-07,387,18,1,-78.0,874.0,735118
350,2013-09-08,388,18,1,-79.0,875.0,735119
348,2013-09-09,389,19,1,-79.0,875.0,735120
352,2013-09-10,390,19,1,-78.0,875.0,735121
353,2013-09-11,391,20,1,-78.0,875.0,735122
354,2013-09-12,392,20,1,-77.0,876.0,735123
355,2013-09-13,393,21,1,-76.0,877.0,735124
356,2013-09-14,394,21,1,-79.0,878.0,735125
357,2013-09-15,395,22,1,-77.0,878.0,735126
358,2013-09-16,396,22,1,-78.0,879.0,735127
359,2013-09-18,397,23,1,-75.0,880.0,735129
360,2013-09-19,398,23,1,-79.0,880.0,735130
361,2013-09-20,399,24,1,-79.0,881.0,735131
363,2013-09-21,400,24,1,-79.0,881.0,735132
362,2013-09-22,401,25,1,-79.0,882.0,735133
365,2013-09-23,402,25,1,-78.0,883.0,735134
364,2013-09-24,403,25,1,-80.0,883.0,735135
367,2013-09-25,404,26,1,-78.0,884.0,735136
366,2013-09-26,405,26,1,-82.0,885.0,735137
374,2013-09-27,406,27,1,-81.0,886.0,735138
370,2013-09-28,407,27,1,-81.0,887.0,735139
369,2013-09-29,408,28,1,-80.0,887.0,735140
368,2013-09-30,409,28,1,-81.0,887.0,735141
373,2013-10-01,410,29,1,-81.0,888.0,735142
372,2013-10-02,411,29,1,-82.0,887.0,735143
371,2013-10-03,412,30,2,-80.0,888.0,735144
376,2013-10-04,413,30,2,-82.0,888.0,735145
375,2013-10-05,414,31,2,-79.0,889.0,735146
377,2013-10-06,415,31,2,-82.0,890.0,735147
378,2013-10-07,416,32,2,-79.0,889.0,735148
379,2013-10-08,417,32,2,-82.0,890.0,735149
380,2013-10-09,418,33,2,-79.0,891.0,735150
381,2013-10-10,419,33,2,-82.0,891.0,735151
385,2013-10-11,420,33,2,-80.0,892.0,735152
382,2013-10-12,421,34,2,-81.0,890.0,735153
384,2013-10-13,422,34,2,-82.0,891.0,735154
383,2013-10-14,423,35,2,-81.0,892.0,735155
386,2013-10-15,424,35,2,-81.0,893.0,735156
393,2013-10-16,425,36,2,-81.0,893.0,735157
388,2013-10-17,426,36,2,-79.0,893.0,735158
392,2013-10-18,427,37,2,-81.0,893.0,735159
391,2013-10-19,428,37,2,-81.0,894.0,735160
387,2013-10-20,429,38,2,-82.0,895.0,735161
390,2013-10-21,430,38,2,-82.0,896.0,735162
389,2013-10-22,431,39,2,-83.0,895.0,735163
395,2013-10-23,432,39,2,-80.0,896.0,735164
394,2013-10-24,433,40,2,-81.0,895.0,735165
397,2013-10-26,434,40,2,-80.0,896.0,735167
396,2013-10-27,435,40,2,-81.0,896.0,735168
398,2013-10-28,436,41,2,-81.0,897.0,735169
399,2013-10-29,437,41,2,-82.0,898.0,735170
400,2013-10-30,438,42,2,-79.0,899.0,735171
401,2013-10-31,439,42,2,-80.0,899.0,735172
404,2013-11-01,440,43,2,-80.0,899.0,735173
402,2013-11-02,441,43,2,-81.0,900.0,735174
405,2013-11-03,442,44,2,-80.0,900.0,735175
403,2013-11-04,443,44,2,-81.0,901.0,735176
407,2013-11-16,455,50,2,-84.0,905.0,735188
406,2013-11-17,456,50,2,-83.0,905.0,735189
409,2013-11-24,463,53,2,-86.0,906.0,735196
410,2013-11-25,464,54,2,-84.0,906.0,735197
412,2013-11-26,465,54,2,-85.0,906.0,735198
415,2013-11-27,466,55,2,-85.0,907.0,735199
411,2013-11-28,467,55,2,-84.0,907.0,735200
414,2013-11-29,468,55,2,-85.0,907.0,735201
413,2013-11-30,469,56,2,-85.0,908.0,735202
475,2013-12-02,470,56,2,-85.0,907.0,735204
479,2013-12-03,471,57,2,-84.0,906.0,735205
416,2013-12-04,472,57,2,-84.0,907.0,735206
417,2013-12-05,473,58,2,-86.0,907.0,735207
420,2013-12-06,474,58,2,-84.0,906.0,735208
419,2013-12-07,475,59,2,-85.0,906.0,735209
418,2013-12-08,476,59,2,-85.0,906.0,735210
421,2013-12-09,477,60,3,-85.0,907.0,735211
422,2013-12-18,486,64,3,-84.0,904.0,735220
473,2013-12-19,487,64,3,-85.0,904.0,735221
480,2013-12-20,488,64,3,-87.0,903.0,735222
423,2013-12-21,489,65,3,-85.0,904.0,735223
434,2013-12-22,490,65,3,-87.0,903.0,735224
433,2013-12-23,491,66,3,-86.0,903.0,735225
427,2013-12-24,492,66,3,-86.0,903.0,735226
426,2013-12-25,493,67,3,-84.0,902.0,735227
429,2013-12-26,494,67,3,-85.0,902.0,735228
431,2013-12-27,495,68,3,-86.0,900.0,735229
428,2013-12-28,496,68,3,-85.0,901.0,735230
425,2013-12-29,497,69,3,-86.0,901.0,735231
424,2013-12-30,498,69,3,-86.0,901.0,735232
432,2013-12-31,499,69,3,-84.0,899.0,735233
430,2014-01-01,500,70,3,-85.0,897.0,735234
435,2014-01-02,501,70,3,-86.0,898.0,735235
437,2014-01-03,502,71,3,-87.0,898.0,735236
483,2014-01-04,503,71,3,-86.0,897.0,735237
436,2014-01-05,504,72,3,-85.0,895.0,735238
438,2014-01-06,505,72,3,-85.0,895.0,735239
439,2014-01-08,506,73,3,-86.0,894.0,735241
440,2014-01-09,507,73,3,-85.0,894.0,735242
442,2014-01-10,508,73,3,-83.0,893.0,735243
443,2014-01-11,509,74,3,-86.0,895.0,735244
441,2014-01-12,510,74,3,-85.0,892.0,735245
446,2014-01-13,511,75,3,-85.0,892.0,735246
444,2014-01-14,512,75,3,-86.0,890.0,735247
445,2014-01-15,513,76,3,-86.0,889.0,735248
447,2014-01-16,514,76,3,-86.0,888.0,735249
450,2014-01-17,515,77,3,-86.0,888.0,735250
449,2014-01-18,516,77,3,-86.0,888.0,735251
448,2014-01-19,517,77,3,-86.0,885.0,735252
451,2014-01-20,518,78,3,-85.0,885.0,735253
452,2014-01-21,519,78,3,-86.0,884.0,735254
453,2014-01-22,520,79,3,-86.0,884.0,735255
454,2014-01-23,521,79,3,-87.0,882.0,735256
455,2014-01-24,522,80,3,-85.0,881.0,735257
458,2014-01-25,523,80,3,-85.0,881.0,735258
457,2014-01-26,524,81,3,-85.0,880.0,735259
456,2014-01-27,525,81,3,-87.0,878.0,735260
459,2014-01-28,526,82,3,-87.0,878.0,735261
460,2014-01-29,527,82,3,-86.0,877.0,735262
461,2014-01-30,528,82,3,-86.0,876.0,735263
462,2014-01-31,529,83,3,-87.0,875.0,735264
463,2014-02-01,530,83,3,-87.0,873.0,735265
465,2014-02-02,531,84,3,-87.0,872.0,735266
464,2014-02-03,532,84,3,-88.0,872.0,735267
466,2014-02-04,533,85,3,-87.0,871.0,735268
467,2014-02-05,534,85,3,-86.0,869.0,735269
468,2014-02-06,535,86,3,-88.0,868.0,735270
470,2014-02-07,536,86,3,-83.0,867.0,735271
469,2014-02-08,537,86,3,-83.0,865.0,735272
472,2014-02-09,538,87,3,-85.0,865.0,735273
476,2014-02-10,539,87,3,-85.0,864.0,735274
481,2014-02-11,540,88,3,-84.0,862.0,735275
482,2014-02-12,541,88,3,-84.0,861.0,735276
477,2014-02-13,542,89,3,-85.0,859.0,735277
486,2014-02-15,543,89,3,-84.0,858.0,735279
487,2014-02-16,544,90,4,-86.0,857.0,735280
490,2014-02-17,545,90,4,-85.0,856.0,735281
489,2014-02-18,546,91,4,-85.0,855.0,735282
488,2014-02-19,547,91,4,-85.0,853.0,735283
491,2014-02-20,548,91,4,-86.0,852.0,735284
492,2014-02-21,549,92,4,-87.0,851.0,735285
494,2014-02-22,550,92,4,-85.0,850.0,735286
495,2014-02-23,551,93,4,-85.0,848.0,735287
493,2014-02-24,552,93,4,-86.0,847.0,735288
496,2014-02-25,553,94,4,-84.0,845.0,735289
497,2014-02-26,554,94,4,-84.0,843.0,735290
499,2014-02-27,555,95,4,-85.0,843.0,735291
501,2014-02-28,556,95,4,-85.0,842.0,735292
498,2014-03-01,557,96,4,-85.0,840.0,735293
500,2014-03-02,558,96,4,-85.0,839.0,735294
502,2014-03-03,559,96,4,-85.0,838.0,735295
503,2014-03-04,560,97,4,-86.0,836.0,735296
504,2014-03-05,561,97,4,-85.0,835.0,735297
506,2014-03-06,562,98,4,-85.0,834.0,735298
505,2014-03-07,563,98,4,-87.0,833.0,735299
509,2014-03-08,564,99,4,-86.0,831.0,735300
508,2014-03-09,565,99,4,-85.0,830.0,735301
507,2014-03-10,566,100,4,-86.0,829.0,735302
510,2014-03-11,567,100,4,-86.0,827.0,735303
511,2014-03-12,568,101,4,-86.0,825.0,735304
512,2014-03-13,569,101,4,-85.0,825.0,735305
513,2014-03-14,570,102,4,-84.0,823.0,735306
515,2014-03-15,571,102,4,-84.0,821.0,735307
514,2014-03-16,572,102,4,-85.0,820.0,735308
516,2014-03-17,573,103,4,-84.0,819.0,735309
517,2014-03-18,574,103,4,-85.0,817.0,735310
518,2014-03-19,575,104,4,-82.0,816.0,735311
520,2014-03-20,576,104,4,-84.0,815.0,735312
519,2014-03-21,577,105,4,-84.0,813.0,735313
521,2014-03-22,578,105,4,-83.0,812.0,735314
522,2014-03-24,579,106,4,-82.0,811.0,735316
523,2014-03-25,580,106,4,-83.0,810.0,735317
524,2014-03-26,581,107,4,-84.0,808.0,735318
525,2014-03-27,582,107,4,-84.0,807.0,735319
526,2014-03-28,583,108,4,-82.0,806.0,735320
528,2014-03-29,584,108,4,-82.0,804.0,735321
527,2014-03-30,585,109,4,-83.0,802.0,735322
529,2014-03-31,586,109,4,-82.0,802.0,735323
530,2014-04-01,587,109,4,-85.0,801.0,735324
532,2014-04-02,588,110,4,-84.0,799.0,735325
531,2014-04-03,589,110,4,-85.0,798.0,735326
535,2014-04-04,590,111,4,-82.0,797.0,735327
533,2014-04-05,591,111,4,-82.0,795.0,735328
534,2014-04-06,592,112,4,-83.0,795.0,735329
536,2014-04-07,593,112,4,-83.0,795.0,735330
537,2014-04-08,594,113,4,-83.0,793.0,735331
538,2014-04-09,595,113,4,-83.0,792.0,735332
